Tags,plainCocane,Joncrash,marisfredo,MommyGreen,RaguAndSalsa,CatJack0,Pain_Train821,milkerlover,Robur38
stats_minecraft:mined_minecraft:crimson_roots,7,0,0,2,0,0,0,2,0
stats_minecraft:mined_minecraft:crimson_stem,0,0,0,27,0,0,0,0,4
stats_minecraft:mined_minecraft:crimson_trapdoor,0,0,0,1,0,0,0,0,0
stats_minecraft:mined_minecraft:crying_obsidian,0,0,0,0,0,0,0,5,0
stats_minecraft:mined_minecraft:cut_copper,0,0,8,0,0,0,0,0,0
stats_minecraft:mined_minecraft:cut_copper_slab,0,0,6,0,0,0,0,0,0
stats_minecraft:mined_minecraft:cut_sandstone,0,4,16,49,0,285,0,0,9
stats_minecraft:mined_minecraft:cut_sandstone_slab,0,0,0,0,0,20,0,0,0
stats_minecraft:mined_minecraft:cyan_bed,3,0,0,34,0,0,1,0,0
stats_minecraft:mined_minecraft:cyan_shulker_box,0,0,0,7,0,0,0,1,1
stats_minecraft:mined_minecraft:damaged_anvil,0,1,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dandelion,1,15,48,63,0,37,0,4,70
stats_minecraft:mined_minecraft:dark_oak_button,0,0,4,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_oak_door,0,0,10,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_oak_fence,0,10,113,0,0,0,0,1,2
stats_minecraft:mined_minecraft:dark_oak_fence_gate,0,1,41,0,0,0,0,1,0
stats_minecraft:mined_minecraft:dark_oak_leaves,0,60,1185,0,0,44,0,0,0
stats_minecraft:mined_minecraft:dark_oak_log,1,73,2096,1,0,49,0,1,0
stats_minecraft:mined_minecraft:dark_oak_planks,0,0,157,0,0,7,0,0,0
stats_minecraft:mined_minecraft:dark_oak_sapling,0,11,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_oak_sign,0,2,4,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_oak_slab,0,0,413,1,0,1,0,0,0
stats_minecraft:mined_minecraft:dark_oak_stairs,0,0,167,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_oak_trapdoor,0,0,49,0,0,0,0,0,2
stats_minecraft:mined_minecraft:dark_oak_wall_sign,0,0,21,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dark_prismarine,0,0,0,0,0,0,0,0,8
stats_minecraft:mined_minecraft:daylight_detector,0,0,0,18,0,0,0,0,1
stats_minecraft:mined_minecraft:dead_bush,0,3,21,35,2,40,0,1,24
stats_minecraft:mined_minecraft:deepslate,127,145,1596,1242,0,924,45,11924,245
stats_minecraft:mined_minecraft:deepslate_bricks,0,0,0,21,0,0,0,0,0
stats_minecraft:mined_minecraft:deepslate_coal_ore,9,0,60,170,0,20,6,56,31
stats_minecraft:mined_minecraft:deepslate_copper_ore,0,0,6,0,0,12,0,4,1
stats_minecraft:mined_minecraft:deepslate_diamond_ore,0,0,4,9,0,0,0,1,5
stats_minecraft:mined_minecraft:deepslate_gold_ore,0,4,14,29,0,26,0,13,11
stats_minecraft:mined_minecraft:deepslate_iron_ore,0,24,51,65,0,56,9,85,39
stats_minecraft:mined_minecraft:deepslate_lapis_ore,1,0,8,14,0,19,0,10,1
stats_minecraft:mined_minecraft:deepslate_redstone_ore,6,10,71,110,0,22,0,89,64
stats_minecraft:mined_minecraft:deepslate_tiles,0,0,0,23,0,0,0,0,9
stats_minecraft:mined_minecraft:detector_rail,0,0,0,0,0,0,0,0,1
stats_minecraft:mined_minecraft:diamond_ore,24,16,30,61,0,25,0,34,9
stats_minecraft:mined_minecraft:diorite,5,155,285,746,3,249,13,97,2072
stats_minecraft:mined_minecraft:diorite_stairs,0,2,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:dirt,186,414,4386,3933,12,3785,17,101,6354
stats_minecraft:mined_minecraft:dirt_path,0,13,14,1,0,30,0,0,2
stats_minecraft:mined_minecraft:dispenser,0,0,0,5,0,0,0,0,0
stats_minecraft:mined_minecraft:dragon_head,0,0,0,1,0,0,0,0,0
stats_minecraft:mined_minecraft:dragon_wall_head,0,0,0,8,0,0,0,0,0
stats_minecraft:mined_minecraft:dripstone_block,0,1,129,8,0,3,0,7,3
stats_minecraft:mined_minecraft:dropper,0,0,0,4,0,0,0,0,1
stats_minecraft:mined_minecraft:enchanting_table,0,0,7,0,0,0,0,2,0
stats_minecraft:mined_minecraft:end_rod,2,0,0,2,0,0,0,0,0
stats_minecraft:mined_minecraft:end_stone,229,0,0,2136,0,0,0,0,0
stats_minecraft:mined_minecraft:end_stone_bricks,0,0,0,84,0,0,0,0,0
stats_minecraft:mined_minecraft:ender_chest,0,0,0,119,0,0,0,5,2
stats_minecraft:mined_minecraft:exposed_copper,0,0,0,0,0,2,0,0,0
stats_minecraft:mined_minecraft:farmland,0,3,12,7,0,2,0,0,0
stats_minecraft:mined_minecraft:fern,0,0,3,0,0,0,0,0,2
stats_minecraft:mined_minecraft:fire,2,45,25,342,2,1,0,23,105
stats_minecraft:mined_minecraft:fletching_table,0,0,0,11,0,0,0,0,0
stats_minecraft:mined_minecraft:flower_pot,0,0,13,0,0,0,0,0,0
stats_minecraft:mined_minecraft:flowering_azalea,0,0,0,0,0,15,0,0,0
stats_minecraft:mined_minecraft:flowering_azalea_leaves,0,0,0,0,0,29,0,0,0
stats_minecraft:mined_minecraft:furnace,1,1,35,80,0,6,0,5,5
stats_minecraft:mined_minecraft:gilded_blackstone,0,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:glass,0,0,24,852,0,4,0,142,138
stats_minecraft:mined_minecraft:glow_lichen,1,5,8,2,1,1,0,1,0
stats_minecraft:mined_minecraft:glowstone,0,0,0,1,0,0,0,4,39
stats_minecraft:mined_minecraft:gold_block,0,0,3,35,0,0,0,11,1
stats_minecraft:mined_minecraft:gold_ore,16,28,88,108,0,17,0,27,14
stats_minecraft:mined_minecraft:granite,36,51,305,710,0,348,13,172,942
stats_minecraft:mined_minecraft:grass,19,2575,1429,1492,19,2151,44,267,687
stats_minecraft:mined_minecraft:grass_block,63,358,8015,2789,16,3632,24,86,4463
stats_minecraft:mined_minecraft:gravel,10,13,525,944,6,107,1,123,1376
stats_minecraft:mined_minecraft:gray_bed,0,0,0,46,0,0,0,0,4
stats_minecraft:mined_minecraft:gray_carpet,1,1,19,1,0,0,0,1,0
stats_minecraft:mined_minecraft:gray_shulker_box,0,0,0,28,0,0,0,0,4
stats_minecraft:mined_minecraft:gray_wool,0,0,14,0,0,0,0,0,0
stats_minecraft:mined_minecraft:green_bed,0,0,1,12,0,83,0,0,0
stats_minecraft:mined_minecraft:green_carpet,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:green_shulker_box,0,0,0,15,0,0,0,0,0
stats_minecraft:mined_minecraft:grindstone,0,0,2,23,0,0,0,1,0
stats_minecraft:mined_minecraft:hay_block,16,1,3,121,0,139,0,0,1
stats_minecraft:mined_minecraft:honey_block,0,0,0,1,0,0,0,0,0
stats_minecraft:mined_minecraft:hopper,0,0,2,600,0,3,0,1,15
stats_minecraft:mined_minecraft:ice,0,0,0,1411,0,0,0,0,0
stats_minecraft:mined_minecraft:iron_bars,1,0,53,7,0,0,0,0,0
stats_minecraft:mined_minecraft:iron_block,0,1,0,351,0,0,0,0,0
stats_minecraft:mined_minecraft:iron_door,0,0,0,8,0,0,0,2,0
stats_minecraft:mined_minecraft:iron_ore,58,177,1058,780,15,394,2,231,388
stats_minecraft:mined_minecraft:iron_trapdoor,0,0,9,0,0,0,0,0,0
stats_minecraft:mined_minecraft:jack_o_lantern,0,1,6,0,0,0,0,0,0
stats_minecraft:mined_minecraft:jukebox,0,1,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:jungle_button,0,0,5,0,0,0,0,0,4
stats_minecraft:mined_minecraft:jungle_door,0,0,3,16,0,5,0,0,0
stats_minecraft:mined_minecraft:jungle_fence,0,0,0,0,0,29,0,0,1
stats_minecraft:mined_minecraft:jungle_fence_gate,0,0,0,0,0,7,0,0,0
stats_minecraft:mined_minecraft:jungle_leaves,0,0,236,0,0,158,0,0,21
stats_minecraft:mined_minecraft:jungle_log,0,0,462,1,0,252,0,0,329
stats_minecraft:mined_minecraft:jungle_planks,0,0,38,0,0,40,0,2,34
stats_minecraft:mined_minecraft:jungle_sapling,0,0,1,0,0,11,0,0,0
stats_minecraft:mined_minecraft:jungle_sign,0,0,0,0,0,0,0,1,0
stats_minecraft:mined_minecraft:jungle_slab,0,0,30,0,0,12,0,0,69
stats_minecraft:mined_minecraft:jungle_stairs,0,0,45,0,0,4,0,0,0
stats_minecraft:mined_minecraft:jungle_trapdoor,0,0,14,0,0,23,0,0,0
stats_minecraft:mined_minecraft:jungle_wood,0,0,3,0,0,0,0,0,0
stats_minecraft:mined_minecraft:kelp,4,1,0,36,0,8,0,1,1
stats_minecraft:mined_minecraft:kelp_plant,41,6,0,106,0,31,0,6,1
stats_minecraft:mined_minecraft:ladder,0,0,12,76,4,0,0,144,203
stats_minecraft:mined_minecraft:lantern,0,0,43,4,0,8,0,1,0
stats_minecraft:mined_minecraft:lapis_ore,8,6,45,109,0,15,5,21,9
stats_minecraft:mined_minecraft:large_amethyst_bud,0,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:lectern,1,2,69,351,0,37,0,0,0
stats_minecraft:mined_minecraft:lever,0,0,1,18,0,0,0,0,32
stats_minecraft:mined_minecraft:light_blue_shulker_box,0,0,0,32,0,0,0,0,0
stats_minecraft:mined_minecraft:light_blue_stained_glass,0,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:light_gray_bed,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:light_gray_carpet,0,0,8,0,0,0,0,0,0
stats_minecraft:mined_minecraft:light_gray_glazed_terracotta,0,0,0,0,0,0,0,0,217
stats_minecraft:mined_minecraft:light_gray_shulker_box,0,0,0,36,0,0,0,0,7
stats_minecraft:mined_minecraft:light_gray_terracotta,0,0,0,0,0,0,0,0,350
stats_minecraft:mined_minecraft:light_gray_wool,0,0,1,0,0,0,0,0,17
stats_minecraft:mined_minecraft:lightning_rod,0,0,2,7,0,0,0,0,0
stats_minecraft:mined_minecraft:lilac,1,4,5,1,0,6,0,4,2
stats_minecraft:mined_minecraft:lily_of_the_valley,0,24,59,0,0,15,0,0,0
stats_minecraft:mined_minecraft:lily_pad,37,9,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:lime_bed,0,0,0,4,5,0,1,0,0
stats_minecraft:mined_minecraft:lime_carpet,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:lime_shulker_box,0,0,0,17,0,0,0,1,0
stats_minecraft:mined_minecraft:loom,0,1,29,1,0,20,0,0,0
stats_minecraft:mined_minecraft:magenta_stained_glass,0,0,0,0,0,0,0,0,1
stats_minecraft:mined_minecraft:magma_block,0,9,1,665,0,9,0,2563,3
stats_minecraft:mined_minecraft:medium_amethyst_bud,0,0,0,9,0,1,0,0,0
stats_minecraft:mined_minecraft:melon,0,0,2,11,0,16,0,0,15
stats_minecraft:mined_minecraft:moss_block,0,0,0,46,0,194,0,0,0
stats_minecraft:mined_minecraft:moss_carpet,0,0,0,5,0,15,0,0,0
stats_minecraft:mined_minecraft:mossy_cobblestone,0,0,44,5,0,0,0,0,0
stats_minecraft:mined_minecraft:mossy_stone_bricks,0,0,0,15,0,0,0,4,0
stats_minecraft:mined_minecraft:mushroom_stem,0,0,5,0,0,0,0,6,4
stats_minecraft:mined_minecraft:nether_brick_fence,0,0,0,100,0,0,0,0,33
stats_minecraft:mined_minecraft:nether_brick_stairs,0,0,0,0,0,0,0,0,10
stats_minecraft:mined_minecraft:nether_brick_wall,0,0,0,0,0,0,0,0,26
stats_minecraft:mined_minecraft:nether_bricks,0,0,0,430,0,0,0,0,332
stats_minecraft:mined_minecraft:nether_gold_ore,0,0,2,53,0,0,0,21,195
stats_minecraft:mined_minecraft:nether_quartz_ore,9,0,129,386,0,7,0,662,659
stats_minecraft:mined_minecraft:nether_wart,0,0,0,239,26,0,0,0,95
stats_minecraft:mined_minecraft:nether_wart_block,0,0,0,7,0,0,0,10,27
stats_minecraft:mined_minecraft:netherrack,103,3,1132,15568,0,151,0,40182,33944
stats_minecraft:mined_minecraft:note_block,0,1,10,0,0,0,0,0,3
stats_minecraft:mined_minecraft:oak_door,0,0,0,1,0,0,1,1,1
stats_minecraft:mined_minecraft:oak_fence,4,275,361,27,0,6,0,8,10
stats_minecraft:mined_minecraft:oak_fence_gate,0,0,3,0,0,0,0,0,0
stats_minecraft:mined_minecraft:oak_leaves,73,328,1493,1335,15,547,1,14,258
stats_minecraft:mined_minecraft:oak_log,31,66,1121,527,26,292,0,33,532
stats_minecraft:mined_minecraft:oak_planks,0,378,965,258,0,20,0,0,69
stats_minecraft:mined_minecraft:oak_sapling,8,4,0,20,0,8,0,0,0
stats_minecraft:mined_minecraft:oak_sign,0,0,0,0,0,1,0,0,0
stats_minecraft:mined_minecraft:oak_slab,0,0,134,113,0,0,0,0,55
stats_minecraft:mined_minecraft:oak_stairs,0,0,149,12,0,0,0,0,4
stats_minecraft:mined_minecraft:oak_trapdoor,0,0,33,2,0,0,0,2,0
stats_minecraft:mined_minecraft:oak_wall_sign,0,0,6,5,0,0,0,0,4
stats_minecraft:mined_minecraft:oak_wood,0,0,0,0,0,32,0,0,0
stats_minecraft:mined_minecraft:observer,0,0,0,84,0,0,0,0,28
stats_minecraft:mined_minecraft:obsidian,1,7,54,1974,0,41,0,61,269
stats_minecraft:mined_minecraft:orange_bed,0,0,0,0,0,1,0,0,0
stats_minecraft:mined_minecraft:orange_shulker_box,0,0,0,18,0,0,0,0,0
stats_minecraft:mined_minecraft:orange_terracotta,0,3,60,2,0,7,0,0,299
stats_minecraft:mined_minecraft:orange_tulip,0,7,24,0,0,0,0,0,0
stats_minecraft:mined_minecraft:oxeye_daisy,0,5,21,3,0,7,0,0,21
stats_minecraft:mined_minecraft:oxidized_copper,0,0,0,0,0,1,0,0,0
stats_minecraft:mined_minecraft:oxidized_cut_copper,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:packed_ice,0,0,0,725,0,0,0,0,8643
stats_minecraft:mined_minecraft:peony,1,1,6,7,0,7,0,0,4
stats_minecraft:mined_minecraft:pink_shulker_box,0,0,0,8,0,0,0,0,0
stats_minecraft:mined_minecraft:pink_wool,0,23,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:piston,0,0,0,34,0,0,0,2,7
stats_minecraft:mined_minecraft:podzol,0,0,0,8,0,8,0,0,49
stats_minecraft:mined_minecraft:pointed_dripstone,0,1,23,1,0,1,0,0,2
stats_minecraft:mined_minecraft:polished_andesite,0,6,326,0,0,30,0,2,7
stats_minecraft:mined_minecraft:polished_andesite_slab,0,36,121,0,0,0,0,0,70
stats_minecraft:mined_minecraft:polished_andesite_stairs,0,7,52,0,0,0,0,0,2
stats_minecraft:mined_minecraft:polished_blackstone_brick_stairs,0,0,0,63,0,0,0,0,0
stats_minecraft:mined_minecraft:polished_blackstone_bricks,0,0,0,16,0,0,0,0,0
stats_minecraft:mined_minecraft:polished_deepslate,0,0,6,16,0,0,0,335,2
stats_minecraft:mined_minecraft:polished_deepslate_slab,0,0,0,0,0,0,0,19,0
stats_minecraft:mined_minecraft:polished_deepslate_stairs,0,0,0,0,0,0,0,3,0
stats_minecraft:mined_minecraft:polished_deepslate_wall,0,0,0,0,0,0,0,1,0
stats_minecraft:mined_minecraft:polished_diorite,0,0,87,52,0,21,0,7,197
stats_minecraft:mined_minecraft:polished_diorite_stairs,0,0,3,35,0,0,0,0,38
stats_minecraft:mined_minecraft:polished_granite,0,0,0,6,0,3,0,0,26
stats_minecraft:mined_minecraft:polished_granite_slab,0,0,0,2,0,0,0,0,45
stats_minecraft:mined_minecraft:polished_granite_stairs,0,0,0,3,0,3,0,0,24
stats_minecraft:mined_minecraft:poppy,2,26,101,75,0,60,0,1,21
stats_minecraft:mined_minecraft:potatoes,0,0,38,28,0,98,0,0,0
stats_minecraft:mined_minecraft:potted_azure_bluet,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_bamboo,0,0,5,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_cactus,0,1,1,4,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_cornflower,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_dandelion,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_dead_bush,0,0,2,1,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_oak_sapling,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_poppy,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_red_mushroom,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:potted_spruce_sapling,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:powered_rail,0,0,0,1085,0,0,0,0,8
stats_minecraft:mined_minecraft:prismarine,0,0,0,3,0,0,0,0,17
stats_minecraft:mined_minecraft:prismarine_bricks,0,0,0,1,0,0,0,0,29
stats_minecraft:mined_minecraft:pumpkin,4,4,57,87,0,14,0,0,12
stats_minecraft:mined_minecraft:pumpkin_stem,0,0,6,0,0,0,0,0,0
stats_minecraft:mined_minecraft:purple_bed,0,0,0,14,0,0,0,0,0
stats_minecraft:mined_minecraft:purple_shulker_box,0,0,0,48,0,0,0,0,0
stats_minecraft:mined_minecraft:purple_stained_glass,0,0,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:purpur_block,1,0,0,78,0,0,0,0,0
stats_minecraft:mined_minecraft:purpur_pillar,0,0,0,16,0,0,0,0,0
stats_minecraft:mined_minecraft:purpur_slab,1,0,0,9,0,0,0,0,0
stats_minecraft:mined_minecraft:purpur_stairs,0,0,0,9,0,0,0,0,0
stats_minecraft:mined_minecraft:quartz_block,0,0,20,0,0,0,0,0,0
stats_minecraft:mined_minecraft:quartz_bricks,0,0,19,0,0,0,0,0,0
stats_minecraft:mined_minecraft:quartz_pillar,0,0,0,0,0,0,0,2,0
stats_minecraft:mined_minecraft:quartz_slab,0,0,16,9,0,0,0,218,0
stats_minecraft:mined_minecraft:quartz_stairs,0,0,43,0,0,0,0,0,0
stats_minecraft:mined_minecraft:rail,0,45,103,278,0,47,0,64,27
stats_minecraft:mined_minecraft:red_carpet,0,0,0,0,0,0,0,0,8
stats_minecraft:mined_minecraft:red_mushroom,0,0,0,0,0,0,0,18,2
stats_minecraft:mined_minecraft:red_mushroom_block,0,0,80,0,0,0,0,0,0
stats_minecraft:mined_minecraft:red_shulker_box,0,0,0,58,0,0,0,0,0
stats_minecraft:mined_minecraft:red_stained_glass,0,0,0,0,0,0,0,0,2
stats_minecraft:mined_minecraft:red_tulip,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:redstone_block,0,0,21,126,0,1,0,0,10
stats_minecraft:mined_minecraft:redstone_ore,25,4,117,306,0,38,5,104,125
stats_minecraft:mined_minecraft:redstone_torch,0,0,0,21,0,0,0,0,10
stats_minecraft:mined_minecraft:redstone_wall_torch,0,0,0,38,0,0,0,0,1
stats_minecraft:mined_minecraft:redstone_wire,0,0,0,115,0,1,0,1,42
stats_minecraft:mined_minecraft:repeater,0,0,0,65,0,0,0,0,15
stats_minecraft:mined_minecraft:rose_bush,0,2,13,0,0,11,0,0,3
stats_minecraft:mined_minecraft:sand,11,235,855,26598,32,13414,11,4,18878
stats_minecraft:mined_minecraft:sandstone,0,91,1255,1210,0,1148,0,3,387
stats_minecraft:mined_minecraft:sandstone_slab,0,0,0,0,0,10,0,0,0
stats_minecraft:mined_minecraft:sandstone_stairs,0,0,0,3,0,19,0,0,0
stats_minecraft:mined_minecraft:sandstone_wall,0,0,3,0,0,0,0,0,0
stats_minecraft:mined_minecraft:scaffolding,8,0,20,102,0,286,1,0,0
stats_minecraft:mined_minecraft:sea_lantern,0,0,0,2,0,0,0,0,0
stats_minecraft:mined_minecraft:sea_pickle,0,0,0,2,0,0,0,0,0
stats_minecraft:mined_minecraft:seagrass,5,1,27,7,0,4,0,2,3
stats_minecraft:mined_minecraft:shroomlight,0,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:shulker_box,0,0,0,146,0,0,0,4,56
stats_minecraft:mined_minecraft:slime_block,0,0,0,86,0,0,0,0,10
stats_minecraft:mined_minecraft:small_amethyst_bud,0,2,3,3,0,1,0,0,0
stats_minecraft:mined_minecraft:smithing_table,0,2,4,3,0,0,0,1,0
stats_minecraft:mined_minecraft:smoker,0,0,20,0,0,0,0,0,0
stats_minecraft:mined_minecraft:smooth_basalt,0,39,42,25,0,2,0,0,0
stats_minecraft:mined_minecraft:smooth_quartz_slab,0,0,0,8,0,0,0,96,0
stats_minecraft:mined_minecraft:smooth_sandstone,2,4,567,104,0,1019,0,0,0
stats_minecraft:mined_minecraft:smooth_sandstone_slab,0,0,0,5,0,15,0,0,0
stats_minecraft:mined_minecraft:smooth_sandstone_stairs,0,0,87,4,0,211,0,0,0
stats_minecraft:mined_minecraft:smooth_stone,0,0,4,1193,0,0,0,0,0
stats_minecraft:mined_minecraft:smooth_stone_slab,0,0,0,32,0,0,0,0,0
stats_minecraft:mined_minecraft:snow,0,0,0,0,0,0,0,0,774
stats_minecraft:mined_minecraft:snow_block,0,0,0,0,0,0,0,0,18
stats_minecraft:mined_minecraft:soul_fire,0,0,0,38,0,0,0,9,1
stats_minecraft:mined_minecraft:soul_sand,5,0,0,194,0,3,0,13,62
stats_minecraft:mined_minecraft:soul_soil,5,0,0,148,0,0,0,3,60
stats_minecraft:mined_minecraft:spawner,0,9,1,2,0,0,0,0,0
stats_minecraft:mined_minecraft:sponge,0,0,0,0,0,0,0,0,748
stats_minecraft:mined_minecraft:spruce_button,0,0,0,1,0,0,0,1,0
stats_minecraft:mined_minecraft:spruce_door,0,0,24,2,0,0,0,0,0
stats_minecraft:mined_minecraft:spruce_fence,0,0,29,1,0,82,0,0,0
stats_minecraft:mined_minecraft:spruce_fence_gate,0,0,13,1,0,4,0,0,0
stats_minecraft:mined_minecraft:spruce_leaves,527,16,586,225,41,114,0,10,25
stats_minecraft:mined_minecraft:spruce_log,828,1,643,7067,96,1520,0,13,660
stats_minecraft:mined_minecraft:spruce_planks,0,1,72,122,0,267,0,11,79
stats_minecraft:mined_minecraft:spruce_sapling,4,6,3,25,0,8,0,0,0
stats_minecraft:mined_minecraft:spruce_sign,0,0,1,4,0,0,0,0,0
stats_minecraft:mined_minecraft:spruce_slab,0,0,267,207,0,364,0,0,0
stats_minecraft:mined_minecraft:spruce_stairs,0,0,121,10,0,43,0,0,0
stats_minecraft:mined_minecraft:spruce_trapdoor,0,1,250,54,0,4,0,0,0
stats_minecraft:mined_minecraft:spruce_wall_sign,0,0,4,28,0,2,0,0,4
stats_minecraft:mined_minecraft:spruce_wood,2,0,130,128,0,0,1,0,0
stats_minecraft:mined_minecraft:sticky_piston,0,0,0,50,0,0,0,0,10
stats_minecraft:mined_minecraft:stone,267,1077,4492,16182,54,3630,194,1771,12532
stats_minecraft:mined_minecraft:stone_brick_slab,0,0,45,5,0,33,0,7,28
stats_minecraft:mined_minecraft:stone_brick_stairs,0,0,7,7,0,48,0,0,149
stats_minecraft:mined_minecraft:stone_brick_wall,0,0,7,0,0,0,0,0,11
stats_minecraft:mined_minecraft:stone_bricks,0,3,38,59,0,101,0,23,568
stats_minecraft:mined_minecraft:stone_button,0,0,0,19,0,0,0,0,0
stats_minecraft:mined_minecraft:stone_pressure_plate,0,0,1,1,0,5,0,0,1
stats_minecraft:mined_minecraft:stone_slab,0,0,0,36,0,5,0,0,4
stats_minecraft:mined_minecraft:stone_stairs,0,0,0,5,0,0,0,0,2
stats_minecraft:mined_minecraft:stonecutter,0,1,1,7,0,0,0,11,10
stats_minecraft:mined_minecraft:stripped_acacia_log,0,14,84,0,0,4,0,0,194
stats_minecraft:mined_minecraft:stripped_acacia_wood,0,0,7,0,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_birch_log,0,1,63,0,0,14,0,0,0
stats_minecraft:mined_minecraft:stripped_birch_wood,0,0,14,0,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_dark_oak_log,0,0,142,0,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_dark_oak_wood,0,0,3,0,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_jungle_log,0,0,21,0,0,33,0,0,0
stats_minecraft:mined_minecraft:stripped_oak_log,0,8,180,1,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_oak_wood,0,0,2,0,0,0,0,0,0
stats_minecraft:mined_minecraft:stripped_spruce_log,1,0,203,24,0,3,0,0,0
stats_minecraft:mined_minecraft:stripped_spruce_wood,0,0,22,0,0,0,0,0,0
stats_minecraft:mined_minecraft:sugar_cane,189,8,896,1085,10,2666,15,71,130
stats_minecraft:mined_minecraft:sunflower,0,0,0,1,0,2,0,0,1
stats_minecraft:mined_minecraft:sweet_berry_bush,5,0,0,3,0,3,0,0,4
stats_minecraft:mined_minecraft:tall_grass,2,276,160,213,9,243,3,76,98
stats_minecraft:mined_minecraft:tall_seagrass,19,6,22,3,0,6,0,4,3
stats_minecraft:mined_minecraft:terracotta,0,0,32,3,0,0,0,0,166
stats_minecraft:mined_minecraft:tnt,0,0,0,52,0,45,0,0,9
stats_minecraft:mined_minecraft:torch,14,57,115,111,4,88,2,21,859
stats_minecraft:mined_minecraft:trapped_chest,0,0,5,0,0,0,0,0,0
stats_minecraft:mined_minecraft:tripwire,0,0,9,0,0,1,0,0,0
stats_minecraft:mined_minecraft:tripwire_hook,0,0,6,0,0,0,0,0,0
stats_minecraft:mined_minecraft:tuff,9,29,190,190,0,93,13,87,61
stats_minecraft:mined_minecraft:vine,0,0,263,0,0,95,0,0,16
stats_minecraft:mined_minecraft:wall_torch,8,31,40,69,3,68,0,71,71
stats_minecraft:mined_minecraft:warped_fungus,0,0,0,0,0,0,0,1,0
stats_minecraft:mined_minecraft:warped_nylium,0,0,0,6,0,0,0,0,0
stats_minecraft:mined_minecraft:water_cauldron,0,0,0,2,0,0,0,0,0
stats_minecraft:mined_minecraft:weathered_copper,0,0,0,0,0,1,0,0,0
stats_minecraft:mined_minecraft:weeping_vines,2,0,0,1,0,0,0,0,5
stats_minecraft:mined_minecraft:weeping_vines_plant,0,0,0,6,0,0,0,2,4
stats_minecraft:mined_minecraft:wet_sponge,0,0,0,0,0,0,0,0,773
stats_minecraft:mined_minecraft:wheat,361,2,736,1593,434,1481,0,100,570
stats_minecraft:mined_minecraft:white_banner,0,0,6,1,0,0,0,0,0
stats_minecraft:mined_minecraft:white_bed,9,9,32,22,0,18,1,2,2
stats_minecraft:mined_minecraft:white_carpet,0,1,42,0,0,0,0,0,0
stats_minecraft:mined_minecraft:white_concrete,0,0,9,0,0,0,0,0,0
stats_minecraft:mined_minecraft:white_glazed_terracotta,0,0,8,0,0,0,0,0,71
stats_minecraft:mined_minecraft:white_shulker_box,0,0,0,25,0,0,0,4,1
stats_minecraft:mined_minecraft:white_stained_glass,0,0,0,11,0,0,0,0,0
stats_minecraft:mined_minecraft:white_stained_glass_pane,0,0,0,0,0,8,0,0,0
stats_minecraft:mined_minecraft:white_terracotta,0,2,31,0,0,0,0,0,595
stats_minecraft:mined_minecraft:white_tulip,0,0,14,0,0,0,0,0,3
stats_minecraft:mined_minecraft:white_wall_banner,0,0,18,32,0,1,0,2,5
stats_minecraft:mined_minecraft:white_wool,0,5,3,1,0,10,0,0,0
stats_minecraft:mined_minecraft:yellow_bed,0,0,31,29,0,1,0,0,0
stats_minecraft:mined_minecraft:yellow_carpet,0,2,0,0,0,0,0,0,0
